Customer Name,Visit Date,Bank Name,Rating,Comment,bank_image
SHARATH,"Dec 07, 2019",HDFC Bank,😀,"""Excellent Service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
YOGENDRA,"Dec 07, 2019",Kotak,😀,"""Good customer care support""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
ANONYMS,"Dec 07, 2019",HDFC Bank,😐,"""Best bank""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
M Chaudhary,"Dec 07, 2019",Axis Bank,😞,"""Average Service""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
CHAUDHARY,"Dec 07, 2019",Axis Bank,😞,"""Average Service""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
KUMAR,"Dec 07, 2019",Kotak,😀,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
PARVEEN,"Dec 07, 2019",Axis Bank,😀,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
RIZWANA,"Dec 07, 2019",Kotak,😀,"""Excellent Account""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
M,"Dec 07, 2019",SBI,😀,"""Best savings account""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
Gopal,"Dec 06, 2019",Kotak,😠,"""PLease do not open a bank account in KMB """,https://static.bankbazaar.com/images/common/bank-logo/kotak.png
Bheem,"Dec 05, 2019",IndusInd Bank,😠,"""Worst NRE/NRI services by Indusland Bank""",https://static.bankbazaar.com/images/common/bank-logo/indusind.png
SANAL,"Dec 05, 2019",Canara Bank,😀,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png
REMA,"Dec 05, 2019",SBI,😀,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
DASAPALLI,"Dec 05, 2019",HDFC Bank,😀,"""Best saving bank""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
V Singh,"Dec 05, 2019",Punjab National Bank,🙂,"""Best service""",https://static.bankbazaar.com/images/common/bank-logo/punjab-national-bank.png
PATLOLLA,"Dec 05, 2019",SBI,🙂,"""Best savings account""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
TAMIL,"Dec 05, 2019",SBI,🙂,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
BHARATH,"Dec 05, 2019",Canara Bank,😀,"""Good service""",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png
ANONYMS,"Dec 05, 2019",Canara Bank,😀,"""Normal service""",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png
S P,"Dec 05, 2019",Axis Bank,😀,"""Best savings account""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
NAYAK,"Dec 05, 2019",Axis Bank,😀,"""Very Good Account""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
CHANDU,"Dec 05, 2019",SBI,🙂,"""Lots of hidden charges""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
KRISHNAN,"Dec 04, 2019",SBI,🙂,"""Need to provide more benefits and offers """,https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
KHARE,"Dec 04, 2019",HDFC Bank,🙂,"""Customer satisfactory account""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
RANGA,"Dec 04, 2019",SBI,😐,"""Need to improve customer service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
ANONYMS,"Dec 04, 2019",Axis Bank,😀,"""Charges are very high""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
S P B,"Dec 04, 2019",HDFC Bank,😞,"""Charges are high""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
S P B,"Dec 04, 2019",Canara Bank,🙂,"""Customer service is very nice""",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png
BILLA,"Dec 04, 2019",SBI,😀,"""Largest bank in India""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
M R,"Dec 03, 2019",Canara Bank,😐,"""Good Bank""",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png
PADHI,"Dec 03, 2019",Kotak,🙂,"""Customer support is very good""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
SH,"Dec 03, 2019",SBI,🙂,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
V C,"Dec 03, 2019",Canara Bank,😀,"""Good Bank""",https://static.bankbazaar.com/images/common/bank-logo/canara-bank.png
ANONYMS,"Dec 03, 2019",SBI,🙂,"""Okay banking""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
DATTA,"Dec 03, 2019",IndusInd Bank,🙂,"""Best  Service""",https://static.bankbazaar.com/images/common/bank-logo/indusind.png
PA,"Dec 03, 2019",SBI,🙂,"""Good""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
DALA,"Dec 03, 2019",Axis Bank,🙂,"""Good """,https://static.bankbazaar.com/images/common/bank-logo/axis.png
PAGADALA,"Dec 03, 2019",HDFC Bank,😐,"""Need to decrease charges""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
HARIKESH Y,"Dec 02, 2019",SBI,🙂,"""Best savings account""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
SHRIPATI,"Dec 01, 2019",Axis Bank,😀,"""Excellent Service""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
ARVIND,"Dec 01, 2019",IndusInd Bank,😀,"""Excellent Service""",https://static.bankbazaar.com/images/common/bank-logo/indusind.png
ROHI,"Dec 01, 2019",Axis Bank,😀,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
GH,"Nov 30, 2019",Axis Bank,😀,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
THAKUR,"Nov 30, 2019",Axis Bank,😀,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
GANDU,"Nov 30, 2019",SBI,😀,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
LALIT,"Nov 30, 2019",HDFC Bank,🙂,"""Excellent Service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
SHELAR,"Nov 30, 2019",Axis Bank,😀,"""Excellent Service""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
MEENA,"Nov 30, 2019",SBI,😐,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
PRADEEP,"Nov 29, 2019",HDFC Bank,🙂,"""Excellent service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
BABULAL,"Nov 29, 2019",SBI,🙂,"""Best savings account""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
SA,"Nov 29, 2019",Axis Bank,😐,"""Need to reduce interest rate """,https://static.bankbazaar.com/images/common/bank-logo/axis.png
YAM,"Nov 29, 2019",Punjab National Bank,😀,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/punjab-national-bank.png
SAI,"Nov 29, 2019",HDFC Bank,😀,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
EN,"Nov 29, 2019",SBI,😐,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
NARAYANA,"Nov 29, 2019",HDFC Bank,🙂,"""Best savings account""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
HUSAIN,"Nov 29, 2019",Punjab National Bank,🙂,"""Good savings account""",https://static.bankbazaar.com/images/common/bank-logo/punjab-national-bank.png
KUMAR,"Nov 29, 2019",HDFC Bank,🙂,"""Best savings account""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
VIJESH,"Nov 28, 2019",HDFC Bank,🙂,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
GURU,"Nov 28, 2019",Axis Bank,🙂,"""Good""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
GELLA,"Nov 28, 2019",SBI,😀,"""Best savings account""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
VENGATESAN,"Nov 28, 2019",HDFC Bank,🙂,"""Good Account""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
JO,"Nov 28, 2019",HDFC Bank,🙂,"""Good""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
JOHN,"Nov 28, 2019",SBI,🙂,"""Need to decrease hidden charges""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
VITHAL,"Nov 28, 2019",HDFC Bank,😀,"""Good Service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
VEENA,"Nov 27, 2019",HDFC Bank,😀,"""Best  Service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
S,"Nov 27, 2019",HDFC Bank,😀,"""Excellent service""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
GOVARDHAN,"Nov 27, 2019",Axis Bank,😀,"""Best bank""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
GOVARDHAN  YALANATI,"Nov 27, 2019",IDBI,🙂,"""Best savings account""",https://static.bankbazaar.com/images/common/bank-logo/idbi.png
RAJU,"Nov 27, 2019",Kotak,🙂,"""Best  Service""",https://static.bankbazaar.com/images/common/bank-logo/kotak.png
PRAKASH,"Nov 27, 2019",HDFC Bank,😀,"""Good saving account""",https://static.bankbazaar.com/images/common/bank-logo/hdfc.png
ANONYMS,"Nov 26, 2019",SBI,🙂,"""Process has to be fast""",https://static.bankbazaar.com/images/common/bank-logo/sbi-4.png
M,"Nov 26, 2019",Punjab National Bank,🙂,"""Good """,https://static.bankbazaar.com/images/common/bank-logo/punjab-national-bank.png
A L,"Nov 26, 2019",Axis Bank,🙂,"""Mobile app is good""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
ANONYMS,"Nov 26, 2019",Axis Bank,🙂,"""Unhappy with the charges""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
SAJJANOJU,"Nov 26, 2019",Axis Bank,😀,"""Good Bank""",https://static.bankbazaar.com/images/common/bank-logo/axis.png
